product_market_id,market_id,product_id,product_name,product_family,product_category,product_tier,target_persona,bundle_eligible_flag,industry,geography,company_size,buyer_persona,total_companies,addressable_pct,segment_tam_value_usd,base_acv_usd,product_fit_score,product_tam_share_pct,product_tam_value_usd,product_addressable_accounts_est,product_average_budget_usd,market_growth_rate,competitive_intensity,regulatory_complexity,tam_allocation_method
M0122_P001,M0122,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,150000,1.317123,0.12162,8509760,10,850976,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P002,M0122,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,175000,1.07537,0.099297,6947828,8,868478,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P003,M0122,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,135000,2.163593,0.199781,13978688,17,822276,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P004,M0122,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,120000,2.201272,0.203261,14222131,17,836596,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P005,M0122,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,90000,0.856227,0.079062,5531973,7,790282,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P006,M0122,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,160000,1.278641,0.118067,8261134,10,826113,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P007,M0122,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,80000,0.905984,0.083657,5853447,7,836207,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0122_P008,M0122,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Strategic,CRO,228,0.371,69969903,110000,1.031586,0.095254,6664942,8,833118,0.069,Medium,Low,Normalized persona x industry x company-size x ACV fit weights
M0123_P001,M0123,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,150000,2.401813,0.225557,20328308,17,1195783,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P002,M0123,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,175000,1.07537,0.100989,9101651,8,1137706,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P003,M0123,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,135000,1.186486,0.111424,10042106,9,1115790,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P004,M0123,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,120000,1.207149,0.113365,10216992,9,1135221,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P005,M0123,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,90000,1.561356,0.146628,13214903,11,1201355,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P006,M0123,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,160000,1.278641,0.120078,10822082,9,1202454,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P007,M0123,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,80000,0.905984,0.085082,7668013,7,1095430,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0123_P008,M0123,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Strategic,Strategy,162,0.473,90125125,110000,1.031586,0.096877,8731070,7,1247296,0.062,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P001,M0124,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,150000,1.317123,0.128578,6098667,9,677630,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P002,M0124,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,175000,1.07537,0.104978,4979281,7,711326,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P003,M0124,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,135000,1.186486,0.115825,5493780,8,686722,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P004,M0124,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,120000,1.846228,0.18023,8548580,12,712382,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P005,M0124,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,90000,0.856227,0.083585,3964585,6,660764,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P006,M0124,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,160000,1.278641,0.124822,5920485,9,657832,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P007,M0124,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,80000,1.652089,0.161278,7649659,11,695424,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0124_P008,M0124,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Strategic,Product,222,0.308,47431583,110000,1.031586,0.100704,4776546,7,682364,0.05,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P001,M0125,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,150000,1.159068,0.104915,9628113,14,687722,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P002,M0125,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,175000,1.725653,0.156201,14334602,21,682600,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P003,M0125,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,135000,1.238073,0.112066,10284383,15,685626,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P004,M0125,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,120000,1.259634,0.114018,10463488,16,653968,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P005,M0125,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,90000,0.951364,0.086114,7902759,12,658563,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P006,M0125,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,160000,2.051843,0.185726,17044186,25,681767,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P007,M0125,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,80000,1.006649,0.091119,8362003,13,643231,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0125_P008,M0125,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Enterprise,CFO,425,0.323,91770492,110000,1.655392,0.149841,13750958,21,654808,0.083,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P001,M0126,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,150000,1.159068,0.108822,12838827,22,583583,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P002,M0126,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,175000,0.946326,0.088848,10482311,18,582351,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P003,M0126,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,135000,2.257662,0.211966,25007782,44,568359,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P004,M0126,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,120000,2.29698,0.215658,25443300,44,578257,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P005,M0126,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,90000,0.951364,0.089321,10538114,18,585451,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P006,M0126,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,160000,1.125204,0.105643,12463720,22,566533,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P007,M0126,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,80000,1.006649,0.094512,11150504,19,586869,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0126_P008,M0126,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Enterprise,CRO,828,0.248,117980076,110000,0.907796,0.085231,10055518,18,558640,0.1,High,Medium,Normalized persona x industry x company-size x ACV fit weights
M0127_P001,M0127,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,150000,2.113595,0.204566,43900950,66,665166,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P002,M0127,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,175000,0.946326,0.091591,19655897,29,677790,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P003,M0127,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,135000,1.238073,0.119828,25715692,39,659377,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P004,M0127,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,120000,1.259634,0.121914,26163538,39,670860,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P005,M0127,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,90000,1.73484,0.167907,36033918,54,667295,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P006,M0127,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,160000,1.125204,0.108904,23371333,35,667752,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P007,M0127,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,80000,1.006649,0.097429,20908858,31,674479,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0127_P008,M0127,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Enterprise,Strategy,835,0.385,214605779,110000,0.907796,0.087862,18855593,28,673414,0.103,Low,Low,Normalized persona x industry x company-size x ACV fit weights
M0128_P001,M0128,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,150000,1.159068,0.114873,8752244,17,514838,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P002,M0128,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,175000,0.946326,0.093789,7145805,14,510415,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P003,M0128,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,135000,1.238073,0.122703,9348813,18,519378,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P004,M0128,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,120000,1.926499,0.190932,14547192,28,519543,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P005,M0128,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,90000,0.951364,0.094288,7183845,14,513132,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P006,M0128,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,160000,1.125204,0.111517,8496533,16,531033,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P007,M0128,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,80000,1.835655,0.181928,13861217,26,533124,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0128_P008,M0128,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Technology,APAC,Enterprise,Product,582,0.25,76190507,110000,0.907796,0.08997,6854858,13,527297,0.076,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0129_P001,M0129,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Technology,APAC,Mid-Market,CFO,1825,0.246,101701878,150000,0.842959,0.090416,9195503,41,224281,0.134,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0129_P002,M0129,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Technology,APAC,Mid-Market,CFO,1825,0.246,101701878,175000,1.255021,0.134614,13690521,60,228175,0.134,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0129_P003,M0129,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Technology,APAC,Mid-Market,CFO,1825,0.246,101701878,135000,1.031727,0.110664,11254702,50,225094,0.134,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0129_P004,M0129,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Technology,APAC,Mid-Market,CFO,1825,0.246,101701878,120000,1.049695,0.112591,11450706,51,224524,0.134,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
M0129_P005,M0129,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Technology,APAC,Mid-Market,CFO,1825,0.246,101701878,90000,1.189205,0.127555,12972562,57,227589,0.134,Medium,Medium,Normalized persona x industry x company-size x ACV fit weights
